Timestamp,24K
2023-05-15,2645.0
2023-05-16,2594.0
2023-05-17,2537.0
2023-05-18,2537.0
2023-05-19,2640.0
2023-05-20,2771.0
2023-05-21,2845.0
2023-05-22,2811.0
2023-05-23,2771.0
2023-05-24,2720.0
2023-05-25,2675.0
2023-05-26,2714.0
2023-05-27,2709.0
2023-05-28,2697.0
2023-05-29,2663.0
2023-05-30,2685.0
2023-05-31,2674.0
2023-06-01,2702.0
2023-06-02,2697.0
2023-06-03,2685.0
2023-06-04,2685.0
2023-06-05,2685.0
2023-06-06,2685.0
2023-06-07,2674.0
2023-06-08,2674.0
2023-06-09,2674.0
2023-06-10,2669.0
2023-06-11,2663.0
2023-06-12,2628.0
2023-06-13,2617.0
2023-06-14,2606.0
2023-06-15,2612.0
2023-06-16,2612.0
2023-06-17,2577.0
2023-06-18,2577.0
2023-06-19,2514.0
2023-06-20,2514.0
2023-06-21,2502.0
2023-06-22,2526.0
2023-06-23,2526.0
2023-06-24,2571.0
2023-06-25,2577.0
2023-06-26,2582.0
2023-06-27,2628.0
2023-06-28,2628.0
2023-06-29,2628.0
2023-06-30,2628.0
2023-07-01,2577.0
2023-07-02,2548.0
2023-07-03,2543.0
2023-07-04,2537.0
2023-07-05,2514.0
2023-07-06,2491.0
2023-07-07,2514.0
2023-07-08,2497.0
2023-07-09,2497.0
2023-07-10,2485.0
2023-07-11,2485.0
2023-07-12,2514.0
2023-07-13,2514.0
2023-07-14,2508.0
2023-07-15,2508.0
2023-07-16,2508.0
2023-07-17,2486.0
2023-07-18,2486.0
2023-07-19,2474.0
2023-07-20,2480.0
2023-07-21,2480.0
2023-07-22,2480.0
2023-07-23,2474.0
2023-07-24,2469.0
2023-07-25,2469.0
2023-07-26,2469.0
2023-07-27,2469.0
2023-07-28,2469.0
2023-07-29,2469.0
2023-07-30,2469.0
2023-07-31,2469.0
2023-08-01,2469.0
2023-08-02,2469.0
2023-08-03,2469.0
2023-08-04,2469.0
2023-08-05,2469.0
2023-08-06,2469.0
2023-08-07,2457.0
2023-08-08,2469.0
2023-08-09,2469.0
2023-08-10,2491.0
2023-08-11,2651.0
2023-08-12,2709.0
2023-08-13,2651.0
2023-08-14,2628.0
2023-08-15,2571.0
2023-08-16,2582.0
2023-08-17,2640.0
2023-08-18,2606.0
2023-08-19,2606.0
2023-08-20,2606.0
2023-08-21,2582.0
2023-08-22,2600.0
2023-08-23,2628.0
2023-08-24,2617.0
2023-08-25,2600.0
2023-08-26,2589.0
2023-08-27,2589.0
2023-08-28,2554.0
2023-08-29,2526.0
2023-08-30,2526.0
2023-08-31,2526.0
2023-09-01,2537.0
2023-09-02,2526.0
2023-09-03,2526.0
2023-09-04,2526.0
2023-09-05,2514.0
2023-09-06,2526.0
2023-09-07,2537.0
2023-09-08,2514.0
2023-09-09,2514.0
2023-09-10,2514.0
2023-09-11,2514.0
2023-09-12,2514.0
2023-09-13,2514.0
2023-09-14,2514.0
2023-09-15,2509.0
2023-09-16,2509.0
2023-09-17,2509.0
2023-09-18,2526.0
2023-09-19,2543.0
2023-09-20,2571.0
2023-09-21,2531.0
2023-09-22,2531.0
2023-09-23,2531.0
2023-09-24,2526.0
2023-09-25,2526.0
2023-09-26,2526.0
2023-09-27,2526.0
2023-09-28,2526.0
2023-09-29,2509.0
2023-09-30,2480.0
2023-10-01,2480.0
2023-10-02,2480.0
2023-10-03,2469.0
2023-10-04,2469.0
2023-10-05,2469.0
2023-10-06,2469.0
2023-10-07,2469.0
2023-10-08,2491.0
2023-10-09,2571.0
2023-10-10,2617.0
2023-10-11,2680.0
2023-10-12,2652.0
2023-10-13,2697.0
2023-10-14,2686.0
2023-10-15,2697.0
2023-10-16,2663.0
2023-10-17,2697.0
2023-10-18,2709.0
2023-10-19,2771.0
2023-10-20,2800.0
2023-10-21,2777.0
2023-10-22,2857.0
2023-10-23,2840.0
2023-10-24,2937.0
2023-10-25,2943.0
2023-10-26,2891.0
2023-10-27,2960.0
2023-10-28,2948.0
2023-10-29,2954.0
2023-10-30,2954.0
2023-10-31,2937.0
2023-11-01,2937.0
2023-11-02,2926.0
2023-11-03,2937.0
2023-11-04,2937.0
2023-11-05,2948.0
2023-11-06,2948.0
2023-11-07,3000.0
2023-11-08,2994.0
2023-11-09,2994.0
2023-11-10,2994.0
2023-11-11,2954.0
2023-11-12,2972.0
2023-11-13,2994.0
2023-11-14,3017.0
2023-11-15,3085.0
2023-11-16,3085.0
2023-11-17,3103.0
2023-11-18,3114.0
2023-11-19,3114.0
2023-11-20,3154.0
2023-11-21,3188.0
2023-11-22,3142.0
2023-11-23,3142.0
2023-11-24,3160.0
2023-11-25,3189.0
2023-11-26,3189.0
2023-11-27,3211.0
2023-11-28,3211.0
2023-11-29,3223.0
2023-11-30,3177.0
2023-12-01,3223.0
2023-12-02,3200.0
2023-12-03,3200.0
2023-12-04,3194.0
2023-12-05,3194.0
2023-12-06,3171.0
2023-12-07,3177.0
2023-12-08,3177.0
2023-12-09,3182.0
2023-12-10,3189.0
2023-12-11,3182.0
2023-12-12,3200.0
2023-12-13,3228.0
2023-12-14,3280.0
2023-12-15,3303.0
2023-12-16,3292.0
2023-12-17,3292.0
2023-12-18,3292.0
2023-12-19,3377.0
2023-12-20,3406.0
2023-12-21,3406.0
2023-12-22,3486.0
2023-12-23,3486.0
2023-12-24,3525.0
2023-12-25,3662.0
2023-12-26,3806.0
2023-12-27,3691.0
2023-12-28,3531.0
2023-12-29,3577.0
2023-12-30,3634.0
2023-12-31,3634.0
