Date,pct_change
4/4/2023,1.39220366
4/5/2023,-2.7069439
4/6/2023,0
4/7/2023,-0.241935484
4/8/2023,0
4/9/2023,0
4/10/2023,2.101859337
4/11/2023,1.781472684
4/12/2023,1.322442629
4/13/2023,0
4/14/2023,-0.19193858
4/15/2023,2.634615385
4/16/2023,0.655799138
4/17/2023,2.122114669
4/18/2023,1.640539555
4/19/2023,-1.614060258
4/20/2023,0
4/21/2023,0
4/22/2023,2.916514765
4/23/2023,1.629472193
4/24/2023,0
4/25/2023,0
4/26/2023,0
4/27/2023,0
4/28/2023,0
4/29/2023,0
4/30/2023,0
5/1/2023,0
5/2/2023,0
5/3/2023,0
5/4/2023,0
5/5/2023,0
5/6/2023,0
5/7/2023,0
5/8/2023,2.37016382
5/9/2023,-0.204290092
5/10/2023,-1.740020471
5/11/2023,-2.777777778
5/12/2023,0
5/13/2023,-3.035714286
5/14/2023,-2.578268877
5/15/2023,-1.928166352
5/16/2023,-2.197378566
5/17/2023,0
5/18/2023,4.059913283
5/19/2023,4.962121212
5/20/2023,2.670516059
5/21/2023,-1.195079086
5/22/2023,-1.422981145
5/23/2023,-1.840490798
5/24/2023,-1.654411765
5/25/2023,1.457943925
5/26/2023,-0.184229919
5/27/2023,-0.442967885
5/28/2023,-1.260659993
5/29/2023,0.826135937
5/30/2023,-0.409683426
5/31/2023,1.047120419
6/1/2023,-0.185048113
6/2/2023,-0.444938821
6/3/2023,0
6/4/2023,0
6/5/2023,0
6/6/2023,-0.409683426
6/7/2023,0
6/8/2023,0
6/9/2023,-0.186985789
6/10/2023,-0.224803297
6/11/2023,-1.314307172
6/12/2023,-0.418569254
6/13/2023,-0.420328621
6/14/2023,0.230237913
6/15/2023,0
6/16/2023,-1.339969372
6/17/2023,0
6/18/2023,-2.444703143
6/19/2023,0
6/20/2023,-0.477326969
6/21/2023,0.959232614
6/22/2023,0
6/23/2023,1.781472684
6/24/2023,0.233372229
6/25/2023,0.194024059
6/26/2023,1.781564679
6/27/2023,0
6/28/2023,0
6/29/2023,0
6/30/2023,-1.940639269
7/1/2023,-1.125339542
7/2/2023,-0.196232339
7/3/2023,-0.235941801
7/4/2023,-0.906582578
7/5/2023,-0.914876691
7/6/2023,0.923323966
7/7/2023,-0.676213206
7/8/2023,0
7/9/2023,-0.480576692
7/10/2023,0
7/11/2023,1.167002012
7/12/2023,0
7/13/2023,-0.238663484
7/14/2023,0
7/15/2023,0
7/16/2023,-0.877192982
7/17/2023,0
7/18/2023,-0.482703138
7/19/2023,0.242522231
7/20/2023,0
7/21/2023,0
7/22/2023,-0.241935484
7/23/2023,-0.202101859
7/24/2023,0
7/25/2023,0
7/26/2023,0
7/27/2023,0
7/28/2023,0
7/29/2023,0
7/30/2023,0
7/31/2023,0
8/1/2023,0
8/2/2023,0
8/3/2023,0
8/4/2023,0
8/5/2023,0
8/6/2023,-0.486026731
8/7/2023,0.488400488
8/8/2023,0
8/9/2023,0.891049008
8/10/2023,6.423123244
8/11/2023,2.18785364
8/12/2023,-2.141011443
8/13/2023,-0.867597133
8/14/2023,-2.168949772
8/15/2023,0.427849086
8/16/2023,2.246320682
8/17/2023,-1.287878788
8/18/2023,0
8/19/2023,0
8/20/2023,-0.92095165
8/21/2023,0.697134005
8/22/2023,1.076923077
8/23/2023,-0.418569254
8/24/2023,-0.649598777
8/25/2023,-0.423076923
8/26/2023,0
8/27/2023,-1.35187331
8/28/2023,-1.096319499
8/29/2023,0
8/30/2023,0
8/31/2023,0.435471101
9/1/2023,-0.433582972
9/2/2023,0
9/3/2023,0
9/4/2023,-0.475059382
9/5/2023,0.477326969
9/6/2023,0.435471101
9/7/2023,-0.906582578
9/8/2023,0
9/9/2023,0
9/10/2023,0
9/11/2023,0
9/12/2023,0
9/13/2023,0
9/14/2023,-0.198886237
9/15/2023,0
9/16/2023,0
9/17/2023,0.677560781
9/18/2023,0.673000792
9/19/2023,1.101061738
9/20/2023,-1.555814858
9/21/2023,0
9/22/2023,0
9/23/2023,-0.197550375
9/24/2023,0
9/25/2023,0
9/26/2023,0
9/27/2023,0
9/28/2023,-0.673000792
9/29/2023,-1.15583898
9/30/2023,0
10/1/2023,0
10/2/2023,-0.443548387
10/3/2023,0
10/4/2023,0
10/5/2023,0
10/6/2023,0
10/7/2023,0.891049008
10/8/2023,3.211561622
10/9/2023,1.789187087
10/10/2023,2.407336645
10/11/2023,-1.044776119
10/12/2023,1.696832579
10/13/2023,-0.407860586
10/14/2023,0.409530901
10/15/2023,-1.260659993
10/16/2023,1.276755539
10/17/2023,0.444938821
10/18/2023,2.288667405
10/19/2023,1.046553591
10/20/2023,-0.821428571
10/21/2023,2.880806626
10/22/2023,-0.595029751
10/23/2023,3.415492958
10/24/2023,0.204290092
10/25/2023,-1.766904519
10/26/2023,2.386717399
10/27/2023,-0.405405405
10/28/2023,0.203527815
10/29/2023,0
10/30/2023,-0.57549086
10/31/2023,0
11/1/2023,-0.374531835
11/2/2023,0.37593985
11/3/2023,0
11/4/2023,0.374531835
11/5/2023,0
11/6/2023,1.763907734
11/7/2023,-0.2
11/8/2023,0
11/9/2023,0
11/10/2023,-1.336005344
11/11/2023,0.609343263
11/12/2023,0.740242261
11/13/2023,0.768203073
11/14/2023,2.253894597
11/15/2023,0
11/16/2023,0.583468395
11/17/2023,0.354495649
11/18/2023,0
11/19/2023,1.284521516
11/20/2023,1.077996195
11/21/2023,-1.442910916
11/22/2023,0
11/23/2023,0.572883514
11/24/2023,0.917721519
11/25/2023,0
11/26/2023,0.689871433
11/27/2023,0
11/28/2023,0.373715353
11/29/2023,-1.4272417
11/30/2023,1.44790683
12/1/2023,-0.71362085
12/2/2023,0
12/3/2023,-0.1875
12/4/2023,0
12/5/2023,-0.720100188
12/6/2023,0.189214759
12/7/2023,0
12/8/2023,0.157381177
12/9/2023,0.219987429
12/10/2023,-0.219504547
12/11/2023,0.565681961
12/12/2023,0.875
12/13/2023,1.610904585
12/14/2023,0.701219512
12/15/2023,-0.333030578
12/16/2023,0
12/17/2023,0
12/18/2023,2.582017011
12/19/2023,0.85875037
12/20/2023,0
12/21/2023,2.348796242
12/22/2023,0
12/23/2023,1.118760757
12/24/2023,3.886524823
12/25/2023,3.932277444
12/26/2023,-3.021544929
12/27/2023,-4.334868599
12/28/2023,1.302747097
12/29/2023,1.593514118
12/30/2023,0
12/31/2023,0.935608145
