Date,avg_oil_price
6/26/2023,71.475
6/27/2023,69.78
6/28/2023,71.59
6/29/2023,71.855
6/30/2023,72.585
7/1/2023,72.585
7/2/2023,72.585
7/3/2023,72.115
7/4/2023,72.97
7/5/2023,74.26
7/6/2023,74.24
7/7/2023,76.34
7/8/2023,76.34
7/9/2023,76.34
7/10/2023,75.44
7/11/2023,77.205
7/12/2023,78.06
7/13/2023,79.085
7/14/2023,77.67
7/15/2023,77.67
7/16/2023,77.67
7/17/2023,75.985
7/18/2023,77.65
7/19/2023,77.39
7/20/2023,77.635
7/21/2023,79.06
7/22/2023,79.06
7/23/2023,79.06
7/24/2023,80.67
7/25/2023,81.61
7/26/2023,81.045
7/27/2023,82.225
7/28/2023,82.52
7/29/2023,82.52
7/30/2023,82.52
7/31/2023,83.51
8/1/2023,83.355
8/2/2023,81.755
8/3/2023,83.875
8/4/2023,85.07
8/5/2023,85.07
8/6/2023,85.07
8/7/2023,84.205
8/8/2023,85.47
8/9/2023,86.83
8/10/2023,85.125
8/11/2023,85.55
8/12/2023,85.55
8/13/2023,85.55
8/14/2023,84.95
8/15/2023,83.67
8/16/2023,81.945
8/17/2023,82.835
8/18/2023,83.585
8/19/2023,83.585
8/20/2023,83.585
8/21/2023,83.075
8/22/2023,82.475
8/23/2023,81.425
8/24/2023,81.795
8/25/2023,82.945
8/26/2023,82.945
8/27/2023,82.945
8/28/2023,83.035
8/29/2023,83.755
8/30/2023,84.13
8/31/2023,85.42
9/1/2023,87.75
9/2/2023,87.75
9/3/2023,87.75
9/4/2023,87.97
9/5/2023,88.995
9/6/2023,89.67
9/7/2023,89.015
9/8/2023,89.68
9/9/2023,89.68
9/10/2023,89.68
9/11/2023,89.635
9/12/2023,91.225
9/13/2023,90.815
9/14/2023,92.665
9/15/2023,93.19
9/16/2023,93.19
9/17/2023,93.19
9/18/2023,93.71
9/19/2023,93.635
9/20/2023,91.88
9/21/2023,91.63
9/22/2023,91.995
9/23/2023,91.995
9/24/2023,91.995
9/25/2023,91.845
9/26/2023,92.945
9/27/2023,95.385
9/28/2023,94.145
9/29/2023,93.315
9/30/2023,93.315
10/1/2023,93.315
10/2/2023,90.01
10/3/2023,91.86
10/4/2023,87.075
10/5/2023,85.29
10/6/2023,85.345
10/7/2023,85.345
10/8/2023,85.345
10/9/2023,87.1
10/10/2023,88.295
10/11/2023,85.64
10/12/2023,85.635
10/13/2023,91
10/14/2023,91
10/15/2023,91
10/16/2023,88.82
10/17/2023,89.59
10/18/2023,90.17
10/19/2023,91.235
10/20/2023,91.42
10/21/2023,91.42
10/22/2023,91.42
10/23/2023,88.685
10/24/2023,86.29
10/25/2023,88.105
10/26/2023,86.125
10/27/2023,88.385
10/28/2023,88.385
10/29/2023,88.385
10/30/2023,86.88
10/31/2023,84.23
11/1/2023,83.985
11/2/2023,86.03
11/3/2023,84.37
11/4/2023,84.37
11/5/2023,84.37
11/6/2023,84.425
11/7/2023,80.695
11/8/2023,78.655
11/9/2023,79.04
11/10/2023,80
11/11/2023,80
11/12/2023,80
11/13/2023,81.475
11/14/2023,81.55
11/15/2023,79.775
11/16/2023,75.615
11/17/2023,78.845
11/18/2023,78.845
11/19/2023,78.845
11/20/2023,80.675
11/21/2023,80.385
11/22/2023,79.28
11/23/2023,78.825
11/24/2023,77.325
11/25/2023,77.325
11/26/2023,77.325
11/27/2023,76.975
11/28/2023,78.875
11/29/2023,80.27
11/30/2023,78.69
12/1/2023,76.21
12/2/2023,76.21
12/3/2023,76.21
12/4/2023,75.445
12/5/2023,74.61
12/6/2023,71.655
12/7/2023,71.605
12/8/2023,73.405
12/9/2023,73.405
12/10/2023,73.405
12/11/2023,73.35
12/12/2023,71.19
12/13/2023,71.615
12/14/2023,74.13
12/15/2023,73.945
12/16/2023,73.945
12/17/2023,73.945
12/18/2023,75.525
12/19/2023,76.525
12/20/2023,77.485
12/21/2023,77.16
12/22/2023,76.76
12/23/2023,76.76
12/24/2023,76.76
12/25/2023,76.76
12/26/2023,78.035
12/27/2023,77.64
12/28/2023,75.53
12/29/2023,74.79
12/30/2023,74.79
12/31/2023,74.79
